Key,Source,Context,Changes,English,French,German,Klingon,Spanish
challenge_yournothingspecial_offer,,Challenge Info,KgNone,,"Listen up Fucker,\nThe only reason you're not dead is because I like you. That's right we've been watching you. We could use someone with your talents so if you can handle this little tiny task you might just make it onto Team Crazy.\n\nI'm batshit crazy & loving it, Crazy Jake\n\nChallenge: Kill some special infected zombies","Hör zu, du Arsch!\nDu bist nur noch am Leben, weil ich dich mag. Ganz recht, wir beobachten dich. Wir könnten jemanden mit deinen Talenten gebrauchen. Wenn du also diese klitzekleine Aufgabe erledigen kannst, schaffst du es vielleicht ins Team Crazy.\n\nIch bin so was von durchgeknallt, aber so gefällt es mir! Crazy Jake\n\nHerausforderung: Töte ein paar besondere infizierte Zombies",,"Escucha, idiota:\nSi no estás bajo tierra es porque me caes bien. Es cierto, te hemos estado vigilando. Nos vendría bien alguien con tu talento, así que si puedes acabar esta sencilla tarea, puede que formes parte del Equipo Loco.\n\nEstoy tocado y me encanta, Jake el Loco.\n\nDesafío: Mata a un par zombis especiales infectados."
challenge_yournothingspecial_subtitle,,Challenge Info,KgNone,,Kill some Special infected,Töte ein paar besondere Infizierte,,Mata a un par especiales infectados.
challenge_killthewabbit,,Challenge Info,KgNone,,Kill the Wabbit,Kaninchenzeit,,Mata al conejito.
challenge_killthewabbit_offer,,Challenge Info,KgNone,,"Howdy Survivor,\nIf you've picked up this note then you know we've been observing you. You've got survival skills I'll give you that but let's see if you can pass this challenge and just maybe we'll let you join us.\n\nGood Luck Slick Willie\n\nChallenge: Kill some rabbits with a sawed off shotgun","Hallihallo, Überlebender!\nWenn du diese Notiz gefunden hast, weißt du, dass wir dich beobachtet haben. Du bist ein Überlebenskünstler, das muss man dir lassen, aber sehen wir mal, ob du diese Herausforderung bestehst. Und vielleicht nehmen wir dich dann auf.\n\nViel Glück! Slick Willie\n\nHerausforderung: Töte ein paar Hasen mit einer abgesägten Schrotflinte",,"Qué hay, sobreviviente:\nSi recogiste esta nota, sabrás que te estamos observando. Tus habilidades de supervivencia son buenas, pero vamos a ver si puedes superar este desafío. Quizá te dejemos entrar si lo haces.\n\nBuena suerte, Willie el Escurridizo.\n\nDesafío: Mata a un par conejos con una escopeta recortada."
challenge_killthewabbit_subtitle,,Challenge Info,KgNone,,Kill Rabbits with Shotgun,Töte Hasen mit einer Schrotflinte,,Mata a un par conejos con una escopeta.
challenge_nailsomechicks,,Challenge Info,KgNone,,Nail Some Chicks,Nagel ein paar Hühner,,Remacha los pollos
challenge_nailsomechicks_offer,,Challenge Info,KgNone,,"Hello Friend,\nIf you're reading this note then you know we've been watching you. We're looking to add some new recruits and I think you've got what it takes. Do this little job and we might just make room for one more chicken in our coop. That is unless you're chicken ha ha.\n\nSlicker than greased goose shit... Willie\n\nChallenge: Kill some chickens with a Nailgun","Hallo Freund!\nWenn du diese Notiz liest, weißt du, dass wir dich beobachtet haben. Wir suchen nach neuen Rekruten und ich denke, du hast, was wir brauchen. Erledige diese kleine Aufgabe und vielleicht machen wir Platz für noch ein Huhn in unserem Hühnerstall. Außer du bist ein feiges Huhn. Haha.\n\nGlatter als eingefettete Gänsescheiße … Willie\n\nHerausforderung: Töte ein paar Hühner mit einer Nagelpistole",,"Hola:\nSi estás leyendo esta nota, sabrás que tienes compañía. Buscamos nuevos reclutas y creemos que tú tienes lo necesario. Haz este trabajito y puede que haya sitio para una gallina más en nuestro corral. A menos que seas una verdadera gallina. Ja, ja.\n\nWillie, más escurridizo que una mierda de pavo engrasada.\n\nDesafío: Mata a algunos pollos con la pistola de clavos."
challenge_nailsomechicks_subtitle,,Challenge Info,KgNone,,Kill Chickens with Nailgun,Töte Hühner mit einer Nagelpistole,,Mata a pollos con la pistola de clavos.
challenge_thatlldopig,,Challenge Info,KgNone,,That'll Do Pig,"Gut gemacht, Schwein",,"Eso es todo, puerco"
challenge_thatlldopig_offer,,Challenge Info,EnChanged KgNone,,"Greetings Traveler,\nIf you ‘all are holding this note then you should know my boys have been sticking to you like flies on pig shit. That's because we think you just might be Slick Willie material. Now if you can pull off this wee little task we might just call you kin.\n\nI ain't no city slicker... Willie\n\nChallenge: Kill some boars","Sei gegrüßt, Reisender!\nWenn du diese Notiz in Händen hältst, dann solltest du wissen, dass meine Jungs dich umschwirrt haben wie Fliegen die Schweinescheiße. Denn wir denken, dass du was für Slick Willie wärst. Wenn du jetzt nur noch diese klitzekleine Aufgabe erledigst, dann bist du vielleicht einer von uns.\n\nIch bin kein schmieriges Stadtkind … Willie\n\nHerausforderung: Töte ein paar Wildschweine",,"Saludos, viajero/a:\nSi esta nota está en tus manos, sabrás que mis chicos han estado pegados a ti como moscas en mierda de cerdo. Es porque creemos que tienes lo necesario para ser parte de la banda de Willie el Escurridizo. Si puedes hacerte cargo de esta insignificante tarea, tal vez formes parte de nuestra familia.\n\nTodo se me escurre... Willie.\n\nDesafío: Mata a algunos cerdos."
challenge_thatlldopig_subtitle,,Challenge Info,EnChanged KgNone,,Kill Boars,Töte Wildschweine,,Mata a puercos.
challenge_stagparty,,Challenge Info,KgNone,,Stag Party,Ich werd zum Hirsch!,,Fiesta de ciervos
challenge_stagparty_offer,,Challenge Info,KgNone,,"Well how do you do,\nFriend if you've reading this letter than you should know my crew has been watching you. Do this little task for us and we might let you join the Willies. If not don't let the door hit you where the good lord split you.\n\nSlick ‘as a whistle' Willie\n\nChallenge: Kill some Stags","Na wie geht es dir, Freund?\nWenn du diesen Brief liest, solltest du wissen, dass meine Leute dich beobachtet haben. Erledige diese kleine Aufgabe für uns und vielleicht darfst du dann den Willies beitreten. Falls nicht, dann mach dich schnell vom Acker!\n\nSlick „glatt wie ein Aal“ Willie\n\nHerausforderung: Töte ein paar Hirsche",,"¿Qué tal te va, colega?:\nSi estás leyendo esta carta, sabrás que mi grupo te ha estado siguiendo. Realiza esta tarea y puede que formes parte de los Willies. Si no la haces, no dejes que la puerta te golpee las narices.\n\nWillie, más escurridizo que una anguila.\n\nDesafío: Mata a un par de ciervos."
challenge_stagparty_subtitle,,Challenge Info,KgNone,,Kill Stags,Töte Hirsche,,Mata ciervos.
challenge_dontfeedthebears,,Challenge Info,KgNone,,Don't Feed the Bears,Bärenhunger,,No alimente a los osos
challenge_dontfeedthebears_offer,,Challenge Info,EnChanged KgNone,,"Howdy Friend,\nUnless you got shit for brains you probably know we've been following you. Now that we've got the pleasantries out of the way let me get right to the point. We want you to join the Willies but first you have to pass this initiation for us to consider it.\n\nSlicker than a minnow's dick... Willie\n\nChallenge: Kill some Bears","Hallihallo Freund!\nWenn dir nicht jemand ins Hirn geschissen hat, weißt du wahrscheinlich schon, dass wir dich beobachtet haben. Jetzt da wir die nötigen Höflichkeiten ausgetauscht haben, komme ich gleich zum Punkt. Wir möchten, dass du den Willies beitrittst, aber zuerst musst du diese Prüfung bestehen, damit wir dich vielleicht aufnehmen.\n\nGlatter als ein Fischschwanz … Willie\n\nHerausforderung: Töte ein paar Bären",,"Qué hay, amigo/a:\nA menos que tengas un cerebro de mierda, probablemente sabes que te estamos siguiendo. Ya que terminamos con las cortesías, vayamos al grano. Queremos que te unas a los Willies, pero antes tienes que pasar un rito de iniciación para siquiera considerarte.\n\nWillie, escurridizo cual pinga de pececillo.\n\nDesafío: Mata a un par osos."
challenge_dontfeedthebears_subtitle,,Challenge Info,KgNone,,Kill Bears,Töte Bären,,Mata a osos.
challenge_buythefarm,,Challenge Info,KgNone,,Buy the Farm,Tierisch gut,,Compra la granja
challenge_buythefarm_offer,,Challenge Info,EnChanged KgNone,,"Well Survivor,\nI guess you found the note we left you. Now that the cat's out of the bag let's get down to business. We've been watching you and think you might make a good recruit. But before we open our doors to a stranger let's see if you can do this simple job.\n\nI'm slicker than cat shit on linoleum... Willie\n\nChallenge: Kill some Animals","Also gut, Überlebender!\nDu hast wohl die Notiz gefunden, die wir für dich hinterlassen haben. Jetzt da die Katze aus dem Sack ist, können wir gleich zum Punkt kommen. Wir haben dich beobachtet und denken, dass du ein guter Rekrut wärst. Doch bevor wir einen Fremden aufnehmen, müssen wir erst sehen, ob du diese einfache Aufgabe erledigen kannst.\n\nIch bin glatter als Katzenscheiße auf Linoleum … Willie\n\nHerausforderung: Töte ein paar Tiere",,"Bueno, sobreviviente:\nCreo que has encontrado la nota que te dejé. Ahora que ya se descubrió el pastel, vamos a lo que nos va. Te hemos estado siguiendo y creemos que puedes ser un buen recluta. Pero antes de abrirle las puertas a un extraño, veamos si puedes hacer un trabajillo muy simple.\n\nWillie, más escurridizo que una mierda de gato en linóleo.\n\nDesafío: Mata a un par animales."
challenge_buythefarm_subtitle,,Challenge Info,KgNone,,Kill some Animals,Töte ein paar Tiere,,Mata a un par animales.
treasure_taylor,,,KgNone,,Taylor's Treasure Map,Taylors Schatzkarte,,Mapa del tesoro de Taylor
treasure_taylor_offer,,Challenge Info,KgNone,,"Dear Survivor,\nIf you're reading this note than the worst has probably happened and the odds are I'm dead. But rather than let all my stashes of supplies go to waste I'd like you to have one of them. I've marked the location on this map for you.\n\nGood Luck Taylor","Lieber Überlebender!\nWenn du diese Notiz liest, dann ist wohl das Schlimmste eingetreten und ich bin wahrscheinlich tot. Aber da ich nicht möchte, dass niemand etwas von meinen Vorräten hat, sollst du eines meiner Verstecke aufsuchen. Ich habe den Standort auf dieser Karte markiert.\n\nViel Glück! Taylor",,"Querido/a sobreviviente:\nSi estás leyendo esta nota, probablemente sucedió lo peor y la muerte me haya llevado. Pero en lugar de dejar que mi alijo se desperdicie, quiero que tú lo tengas. Marqué su ubicación en este mapa.\n\nBuena suerte, Taylor."
treasure_taylor_subtitle,,Challenge Info,KgNone,,Taylor's Treasure Map,Taylors Schatzkarte,,Mapa del tesoro de Taylor
treasure_nickole,,,KgNone,,Nickole's Treasure Map,Nickoles Schatzkarte,,Mapa del tesoro de Nickole
treasure_nickole_offer,,Challenge Info,KgNone,,"To whom it may concern,\nIf you've come to possess this note than quite possibly I've been eaten by the dead. Follow this map to one of my many valuable treasure locations I buried to keep safe from Crazy Jake. If you find it may you make good use of it.\n\nBest Wishes Nickole","An alle, die es angeht!\nWenn du im Besitz dieser Notiz bist, dann ist es gut möglich, dass ich von den Toten aufgefressen wurde. Folge dieser Karte zu einem meiner Verstecke mit wertvollen Schätzen, die ich vergraben habe, damit Crazy Jake sie nicht findet. Wenn du es findest, mach das Beste daraus.\n\nLiebe Grüße Nickole",,"A quien corresponda:\nSi encontraste esta nota, probablemente fui cena de los muertos. Sigue este mapa para encontrar uno de mis muchos tesoros. Están enterrados bajo tierra para ocultarlos de Jake el Loco. Si lo encuentras, espero que te sea útil.\n\nBuena suerte, Nickole."
treasure_nickole_subtitle,,Challenge Info,KgNone,,Nickole's' Treasure Map,Nickoles Schatzkarte,,Mapa del tesoro de Nickole
treasure_stephan,,,KgNone,,Stephan's Treasure Map,Stephans Schatzkarte,,Mapa del tesoro de Stephan
treasure_stephan_offer,,Challenge Info,KgNone,,"Dear Friend,\nIf you've got this note than I'm probably dead or even worse one of the monsters. I leave you this map to one of my many stockpiles of buried supplies. If you find it promise me you'll use it to make the world a better place again.\n\nYours Truly Stephan","Lieber Freund!\nWenn du diese Notiz hast, dann bin ich wahrscheinlich tot oder, noch schlimmer, eines von den Monstern. Ich hinterlasse dir diese Karte, die dich zu einem meiner zahlreichen Verstecke führt, wo ich Vorräte vergraben habe. Wenn du es findest, versprich mir, dass du diese Welt damit wieder zu einem besseren Ort machst.\n\nHochachtungsvoll Stephan",,"Querido/a amigo/a:\nSi tienes esta nota, probablemente esté muerto, o peor, puede que sea uno de esos monstruos. Te dejo este mapa. Te llevará a una de mis muchas reservas de suministros enterradas. Si la encuentras, promete que la usarás para hacer de este mundo un lugar mejor otra vez.\n\nCon amor, Stephan."
treasure_stephan_subtitle,,Challenge Info,KgNone,,Stephan's Treasure Map,Stephans Schatzkarte,,Mapa del tesoro de Stephan
treasure_jennifer,,,KgNone,,Jennifer's Treasure Map,Jennifers Schatzkarte,,Mapa del tesoro de Jennifer
treasure_jennifer_offer,,Challenge Info,KgNone,,"To whomever finds this note,\nFriend the end is near. The monsters are breaking down my door but in my final moments I can only think of how I want to be remembered. Not as a coward but as someone who thinks of others. I leave you this map to one of my many secret buried chests.\n\nGod Bless You Jennifer","An denjenigen, der diese Notiz findet!\nFreund, das Ende ist nahe. Die Monster brechen meine Tür auf, aber in meinen letzten Momenten kann ich nur daran denken, wie ich in Erinnerung bleiben möchte. Nicht als Feigling, sondern als jemand, der an andere denkt. Ich hinterlasse dir diese Karte, die dich zu einer meiner vielen geheimen Truhen führt, die ich vergraben habe.\n\nGott segne dich! Jennifer",,"A quier corresponda:\nAmigo, el final está cerca. Los monstruos están derribando la puerta, pero en mis últimos momentos, solo puedo pensar en cómo quiero que me recuerden. No como una cobarde, sino como alguien que pensaba en los demás. Te dejo este mapa. Lleva hacia uno de mis muchos cofres secretos enterrados.\n\nDios te bendiga, Jennifer."
treasure_jennifer_subtitle,,Challenge Info,KgNone,,Jennifer's Treasure Map,Jennifers Schatzkarte,,Mapa del tesoro de Jennifer
treasure_claude,,,KgNone,,Claude's Treasure Map,Claudes Schatzkarte,,Mapa del tesoro de Claude
treasure_claude_offer,,Challenge Info,KgNone,,"Hello Friend,\nI don't even know you but I have to share my thoughts in my darkest hour. I've been bitten by one of the monsters and I can feel myself turning. As I fight the urge to eat my own family I feel the need to do one last good deed. Follow this map to one of my many personal stashes. May it keep you alive.\n\nSincerely Claude","Hallo Freund!\nIch kenne dich gar nicht, aber ich muss meine Gedanken in meiner dunkelsten Stunde teilen. Ich wurde von einem dieser Monster gebissen und ich spüre, wie ich mich verwandle. Während ich gegen das Verlangen ankämpfe, meine ganze Familie aufzufressen, möchte ich eine letzte gute Tat vollbringen. Folge dieser Karte, um eines meiner vielen persönlichen Verstecke mit Vorräten zu finden. Hoffentlich hält es dich am Leben.\n\nMit besten Grüßen Claude",,"Hola, amigo/a:\nNi siquiera te conozco, pero tengo que compartir mis pensamientos en el peor de los momentos. Uno de esos monstruos me ha mordido. Puedo sentir cómo me estoy convirtiendo. Lucho contra las ganas de comerme a mi propia familia, pero siento la necesidad de hacer una última buena acción. Sigue este mapa, te llevará hacia una de mis muchas reservas personales. Espero que te mantenga con vida.\n\nSinceramente, Claude."
treasure_claude_subtitle,,Challenge Info,KgNone,,Claude's Treasure Map,Claudes Schatzkarte,,Mapa del tesoro de Claude
treasure_sarah,,,KgNone,,Sarah's Treasure Map,Sarahs Schatzkarte,,Mapa del tesoro de Sarah
treasure_sarah_offer,,Challenge Info,KgNone,,"If you found this note,\nThis may be your lucky day. I've been bitten by one of the creatures and the fever has taken hold. I don't have long but the least I could do before I turn is help someone, anyone as God would want me to. If there is still a God. So I leave you with this map to one of my many buried supply chests.\n\nTo a new life Sarah","Wenn du diese Notiz gefunden hast,\ndann ist heute vielleicht dein Glückstag. Ich wurde von einer dieser Kreaturen gebissen und das Fieber hat schon eingesetzt. Mir bleibt nicht mehr viel Zeit, aber bevor ich mich verwandle, kann ich zumindest jemandem helfen, so wie es Gott gewollt hätte. Falls es noch einen Gott gibt. Darum hinterlasse ich dir diese Karte, die dich zu einer meiner vielen vergrabenen Vorratstruhen führt.\n\nAuf ein neues Leben! Sarah",,"Al que encuentre esta nota:\nPuede que sea tu día de suerte. Una de esas criaturas me mordió. Tengo mucha fiebre. No me queda mucho tiempo, pero por lo menos puedo ayudar a alguien antes de convertirme. A cualquiera, tal y como Dios querría. Si es que aún hay un Dios. Te dejo este mapa. Lleva hacia uno de mis muchos cofres de suministros enterrados.\n\nPor una vida nueva, Sarah."
treasure_sarah_subtitle,,Challenge Info,KgNone,,Sarah's Treasure Map,Sarahs Schatzkarte,,Mapa del tesoro de Sarah
treasure_raphael,,,KgNone,,Raphael's Treasure Map,Raphaels Schatzkarte,,Mapa del tesoro de Raphael
treasure_raphael_offer,,Challenge Info,KgNone,,"Dear Stranger,\nI've got the cold sweats and it won't be long. All I can think of in my final hour is if my son Joey is still alive. I have no reason to trust you but I have no choice. Crazy Jake has kidnapped him. In your hand is a map to one of my many secret supply caches. Promise me if you find it you'll help my son.\n\nI'm counting on you Raphael","Lieber Fremder!\nDer kalte Schweiß ist ausgebrochen, jetzt dauert es nicht mehr lange. In meinen letzten Momenten kann ich nur daran denken, ob mein Sohn Joey noch lebt. Ich habe keinen Grund, dir zu vertrauen, aber mir bleibt nichts anderes übrig. Crazy Jake hat ihn entführt. Du hältst eine Karte zu einem meiner vielen geheimen Vorratslager in Händen. Versprich mir, dass du meinem Sohn helfen wirst, wenn du es findest.\n\nIch zähle auf dich! Raphael",,"Querido/a extraño/a:\nTengo escalofríos y no duraré mucho más. Todo lo que puedo pensar en mis últimos momentos es si mi hijo Joey seguirá vivo. No tengo razones para confiar en ti, pero tampoco tengo alternativa. Jake el Loco lo secuestró. En las manos tienes un mapa que te llevará hacia uno de mis muchos escondites de suministros secretos. Prométeme que si lo encuentras, ayudarás a mi hijo.\n\nCuento contigo, Raphael."
treasure_raphael_subtitle,,Challenge Info,KgNone,,Raphael's Treasure Map,Raphaels Schatzkarte,,Mapa del tesoro de Raphael
tutorialTipQuest01_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Started Basics of Survival,Erste Grundlagen für das Überleben,,Supervivencia básica comenzada
tutorialTipQuest02_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Quest Tracking,Quests verfolgen,,Progreso de misiones
skillPointTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Spending Skill Points,Fertigkeitspunkte verteilen,,Gastar puntos de habilidad
Tip_keyword,,Keywords,KeyTrunk FrNone GrNone KgNone SpNone,,Tip,Tipp,,Consejo
gunAssemblyTip,,Popup Tip,EnChanged,,To assemble a Gun or Motorized Tool or upgrade it with better parts you must have all the parts in your inventory and have read the schematic. Build it by selecting the part in your inventory and clicking on the “Assemble” action. These recipes will not appear in Crafting menus.,"Um Waffen oder motorisierte Werkzeuge zusammenzusetzen, musst du in deinem Inventar über alle Teile verfügen und das Rezept gelesen haben. Baue, indem du das Teil in deinem Inventar auswählst und die Aktion „Zusammensetzen“ anklickst. Diese Rezepte erscheinen nicht in den Fertigungs-Menüs.",,"Para armar herramientas motorizadas o pistolas, debes tener todas las piezas en tu inventario y haber leído las instrucciones. Construye lo que quieras seleccionando la pieza en tu inventario y haciendo clic en la acción Armar. Estas instrucciones no aparecerán en los menús de fabricación."
gunAssemblyTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Item Assembly,Gegenstand zusammensetzen,,Armado de objeto
airDropTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Air Supply Drops can happen around mid-day. Listen for the airplane and follow the orange smoke to find the crate the plane drops. You can also find supply crates marked on your map if the mark air drops option is enabled.,"Abwürfe von Vorräten können zur Mittagszeit vorkommen. Horche nach den Flugzeugen und folge dem orangefarbenen Rauch, um die Kisten zu finden, die die Flugzeuge fallen gelassen haben. Du kannst Vorratskisten auch auf deiner Karte finden, wenn die Funktion „Abwürfe aus der Luft markieren“ aktiviert ist.",,La entrega aérea de suministros puede suceder alrededor del mediodía. Localiza el zumbido del avión y sigue el humo naranja para encontrar la caja de suministros. También puedes encontrar cajas de suministros en tu mapa si la opción marcar suministros aéreos está activada.
airDropTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Air Drops,Abwurf aus der Luft,,Suministros aéreos
harvestTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Use a Bone Shiv or Bladed Weapon to skin an animal and receive bonus resources. This is also true when using a wrench to break down cars or mechanical items. Use the best tool for the job and get bigger rewards.,"Verwende eine Knochenklinge oder eine Klingenwaffe, um ein Tier zu häuten und Bonusrohstoffe zu erhalten. Dies gilt auch für das Verwenden eines Schraubenschlüssels, um Autos oder mechanische Gegenstände auseinanderzubauen. Verwende das beste Werkzeug für die Tätigkeit und erhalte größere Belohnungen.",,Utiliza un pincho de hueso o un arma de hoja para despellejar a un animal y recibir bonos. Esto también sucede cuando usas una llave inglesa para romper coches u objetos mecánicos. Utiliza la mejor herramienta para el trabajo y obtén recompensas mejores.
harvestTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Harvesting Resources,Rohstoffe abbauen,,Recolección de recursos
forgeTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,"Forges are used to smelt metals and resources to craft recipes. Recipes can only be crafted at the forge using the smelted resources - not items from your inventory. Unlock more recipes in the forge by adding an anvil, crucible or tool and die set. Hold E to pick up Workstations within your land claim area.",,,
forgeTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Forges,,,
campfireTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,"Campfires are used to keep you warm, cook food, purify water and for simple chemistry. You must place wood or burnable objects in the fuel slots to use it and have all recipe ingredients in your inventory. Craft even more recipes in the campfire by adding a cooking pot, cooking grill or beaker in the utensils slot. Hold E to pick up Workstations within your land claim area.",,,
campfireTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Campfires,Lagerfeuer,,Fogatas
bedrollTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,When you place a Bedroll you'll see a Bed Icon on your compass and map. This will lead you back to your home and will act as a re-spawn point if you die. You can only have one bedroll active so your last placed bedroll is your active bedroll.,"Wenn du einen Schlafsack auslegst, erscheint ein Bett-Symbol auf deinem Kompass und deiner Karte. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst. Du kannst immer nur einen Schlafsack verwenden, daher ist der zuletzt platzierte dein „aktiver“ Schlafsack.",,"Cuando coloques un saco de dormir, verás el ícono de una cama en tu brújula y en tu mapa. Esto te guiará de nuevo a tu casa y funcionará como punto de reaparición si mueres. Solo puedes tener un saco de dormir activo, así que el último que hayas colocado es tu saco activo."
bedrollTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Bedroll,Schlafsack,,Saco de dormir
workbenchTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,"Not only does the Workbench have all the backpack recipes it also unlocks advanced recipes, allowing you to craft more items. If you have all recipe ingredients in your inventory you can queue up a craft action and walk away keeping your main crafting queue open for use. You can also combine and improve similar single part items by up to 100 quality points above your crafting skill. Hold E to pick up Workstations within your land claim area.",,,
workbenchTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Workbench,Werkbank,,Mesa de trabajo
cementMixerTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,The Cement Mixer helps you craft concrete and asphalt to make stronger base walls and can mill rocks into sand. To craft recipes here you must have all ingredients in your inventory. Hold E to pick up Workstations within your land claim area.,,,
cementMixerTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Cement Mixer,Zementmischer,,Hormigonera
chemistryStationTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,"The Chemistry Station enables you craft additional chemicals, liquids and compounds. While some recipes are also available at a Campfire the Chemistry Station requires fewer resources. To craft recipes here you must have all ingredients in your inventory. Hold E to pick up Workstations within your land claim area.",,,
chemistryStationTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Chemistry Station,Chemiestation,,Estación de química
alternateAmmoTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Some weapons have more than one ammo type. Equip the weapon and hold the reload action to see and load the possible ammo types for a weapon.,"Einige Waffen funktionieren mit mehr als einem Munitionstyp. Halte die Aktion „Nachladen“, um die möglichen Munitionstypen für eine Waffe anzusehen und zu laden.",,Algunas armas cuentan con más de un tipo de munición. Mantén pulsada la acción de recargar para ver y cargar los tipos posibles de munición de un arma.
alternateAmmoTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Alternate Ammo,Munitionstyp wechseln,,Munición alternativa
augmentGunsTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,"Guns can be augmented with Flashlights once you have read the gun recipe. Build them by selecting the gun in your inventory, click the “Assemble” action and drag the flashlight into the slot. These recipes will not appear in the Crafting menus.","Waffen können durch Anbringen einer Taschenlampe verbessert werden, sobald du das Waffenrezept gelesen hast. Baue, indem du die Waffe in deinem Inventar auswählst, die Aktion „Zusammensetzen“ anklickst und die Taschenlampe in den Slot ziehst. Diese Rezepte erscheinen nicht in den Fertigungs-Menüs.",,"Puedes mejorar las pistolas con linternas después de leer la receta de la pistola. Mejora tu pistola seleccionándola en tu inventario, haz clic en la acción Armar y arrastra la linterna a la ranura. Estas instrucciones no aparecerán en los menús de fabricación."
augmentGunsTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Augment Guns,Waffen verbessern,,Pistolas mejoradas
farmingTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Use the secondary action while holding a Garden Hoe to upgrade dirt to fertile dirt. Once the dirt is fertile you can use the secondary action while holding a seed to plant crops. Upgrade fertile dirt using a Garden Hoe and Fertilizer to make fertilized dirt which yields even more crops from plants. Areas that have burned down recently may have some fertile spots that you can harvest with a shovel.,,,
farmingTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Farming,Ackerbau,,Agricultura
firstAidTip,,Popup Tip,EnChanged,,Use medical items by holding them and using the primary action. Bandages and First Aid Kits are used to stop bleeding. First Aid Bandages and First Aid Kits also heal you. Apply those to other players using the secondary action.,"Heile dich oder stoppe eine Blutung, indem du die primäre Aktion benutzt, während du einen Verband, Erste-Hilfe-Verband, Verbandskasten oder Blutbeutel in der Hand hältst. Du kannst andere heilen, indem du die sekundäre Aktion benutzt, während du diese Gegenstände hältst.",,"Cúrate o para la hemorragia con un vendaje, un vendaje de primeros auxilios, un botiquín de primeros auxilios o una bolsa de sangre y la acción primaria. Cura a los demás con los mismos objetos pero a través de la acción secundaria."
firstAidTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,First Aid,Erste Hilfe,,Primeros auxilios
waterTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,You can drink water from rivers and lakes with your bare hands using the secondary action. Be warned this water is not purified and you run the risk of contracting dysentery. Boiling water at a campfire is best with an empty can or glass jar which can be filled at water sources using the secondary action.,"Du kannst nur mit deinen Händen Wasser aus Flüssen und Seen trinken, indem du die sekundäre Aktion einsetzt. Aber Vorsicht – dieses Wasser ist nicht trinkbar gemacht und es besteht die Gefahr, dass du an Dysenterie erkrankst. Du kochst Wasser am besten über dem Lagerfeuer mit einer leeren Dose oder einem Glaskrug, die an Wasserquellen gefüllt werden können, indem die sekundäre Aktion benutzt wird.",,Puedes beber agua de ríos y lagos con tus manos a través de la acción secundaria. Ten en cuenta que esta agua no está purificada y corres el riesgo de contraer disentería. Es mejor usar una lata vacía o una jarra de cristal para hervir el agua en una fogata; ambos recipientes se pueden llenar en fuentes de agua usando la acción secundaria.
waterTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,,Water,Wasser,,Agua
